states,year,quarter,brand,user_counts,percentage,district,registered_user_counts,trans_type,trans_counts,amount
odisha,2018,1,,,,sambalpur district,47017.0,,,
odisha,2018,1,,,,kalahandi district,30605.0,,,
odisha,2018,1,,,,anugul district,56617.0,,,
odisha,2018,1,,,,ganjam district,126158.0,,,
odisha,2018,1,,,,jajapur district,81133.0,,,
odisha,2018,1,,,,bargarh district,32489.0,,,
odisha,2018,1,,,,dhenkanal district,46024.0,,,
odisha,2018,1,,,,bhadrak district,58050.0,,,
odisha,2018,1,,,,nuapada district,8252.0,,,
odisha,2018,1,,,,kendujhar district,58968.0,,,
odisha,2018,1,,,,mayurbhanj district,50472.0,,,
odisha,2018,1,,,,jharsuguda district,32514.0,,,
odisha,2018,1,,,,kandhamal district,10809.0,,,
odisha,2018,1,,,,deogarh district,5322.0,,,
odisha,2018,1,,,,sundargarh district,75201.0,,,
odisha,2018,1,,,,jagatsinghapur district,49264.0,,,
odisha,2018,1,,,,balangir district,35271.0,,,
odisha,2018,1,,,,baleshwar district,100919.0,,,
odisha,2018,1,,,,puri district,69923.0,,,
odisha,2018,1,,,,sonepur district,15900.0,,,
odisha,2018,1,,,,khordha district,308390.0,,,
odisha,2018,1,,,,boudh district,9077.0,,,
odisha,2018,1,,,,gajapati district,9743.0,,,
odisha,2018,1,,,,nayagarh district,33533.0,,,
odisha,2018,1,,,,nabarangpur district,9466.0,,,
odisha,2018,1,,,,kendrapara district,44379.0,,,
odisha,2018,1,,,,cuttack district,135972.0,,,
odisha,2018,2,,,,rayagada district,29995.0,,,
odisha,2018,2,,,,koraput district,34769.0,,,
odisha,2018,2,,,,malkangiri district,7742.0,,,
odisha,2018,2,,,,sambalpur district,63200.0,,,
odisha,2018,2,,,,kalahandi district,42458.0,,,
odisha,2018,2,,,,anugul district,76885.0,,,
odisha,2018,2,,,,ganjam district,169386.0,,,
odisha,2018,2,,,,jajapur district,114580.0,,,
odisha,2018,2,,,,bargarh district,45700.0,,,
odisha,2018,2,,,,dhenkanal district,64424.0,,,
odisha,2018,2,,,,bhadrak district,81249.0,,,
odisha,2018,2,,,,nuapada district,11826.0,,,
odisha,2018,2,,,,kendujhar district,83050.0,,,
odisha,2018,2,,,,mayurbhanj district,71366.0,,,
odisha,2018,2,,,,jharsuguda district,43568.0,,,
odisha,2018,2,,,,kandhamal district,15002.0,,,
odisha,2018,2,,,,deogarh district,7264.0,,,
odisha,2018,2,,,,sundargarh district,102838.0,,,
odisha,2018,2,,,,jagatsinghapur district,69081.0,,,
odisha,2018,2,,,,balangir district,49147.0,,,
odisha,2018,2,,,,baleshwar district,139968.0,,,
odisha,2018,2,,,,puri district,97920.0,,,
odisha,2018,2,,,,sonepur district,22064.0,,,
odisha,2018,2,,,,khordha district,406689.0,,,
odisha,2018,2,,,,boudh district,12134.0,,,
odisha,2018,2,,,,gajapati district,13397.0,,,
odisha,2018,2,,,,nayagarh district,46904.0,,,
odisha,2018,2,,,,nabarangpur district,13372.0,,,
odisha,2018,2,,,,kendrapara district,62080.0,,,
odisha,2018,2,,,,cuttack district,187723.0,,,
odisha,2018,3,,,,rayagada district,38980.0,,,
odisha,2018,3,,,,koraput district,45191.0,,,
odisha,2018,3,,,,malkangiri district,10882.0,,,
odisha,2018,3,,,,sambalpur district,79932.0,,,
odisha,2018,3,,,,kalahandi district,55262.0,,,
odisha,2018,3,,,,anugul district,97856.0,,,
odisha,2018,3,,,,ganjam district,217114.0,,,
odisha,2018,3,,,,jajapur district,149049.0,,,
odisha,2018,3,,,,bargarh district,60736.0,,,
odisha,2018,3,,,,dhenkanal district,81576.0,,,
odisha,2018,3,,,,bhadrak district,105030.0,,,
odisha,2018,3,,,,nuapada district,15932.0,,,
odisha,2018,3,,,,kendujhar district,108387.0,,,
odisha,2018,3,,,,mayurbhanj district,92892.0,,,
odisha,2018,3,,,,jharsuguda district,57490.0,,,
odisha,2018,3,,,,kandhamal district,20022.0,,,
odisha,2018,3,,,,deogarh district,9725.0,,,
odisha,2018,3,,,,sundargarh district,130288.0,,,
odisha,2018,3,,,,jagatsinghapur district,87768.0,,,
odisha,2018,3,,,,balangir district,64699.0,,,
odisha,2018,3,,,,baleshwar district,180370.0,,,
odisha,2018,3,,,,puri district,124859.0,,,
odisha,2018,3,,,,sonepur district,29402.0,,,
odisha,2018,3,,,,khordha district,499472.0,,,
odisha,2018,3,,,,boudh district,16146.0,,,
odisha,2018,3,,,,gajapati district,17730.0,,,
odisha,2018,3,,,,nayagarh district,61134.0,,,
odisha,2018,3,,,,nabarangpur district,18387.0,,,
odisha,2018,3,,,,kendrapara district,80340.0,,,
odisha,2018,3,,,,cuttack district,239067.0,,,
odisha,2018,4,,,,rayagada district,51281.0,,,
odisha,2018,4,,,,koraput district,58321.0,,,
odisha,2018,4,,,,malkangiri district,15080.0,,,
odisha,2018,4,,,,sambalpur district,101471.0,,,
odisha,2018,4,,,,kalahandi district,73404.0,,,
odisha,2018,4,,,,anugul district,124644.0,,,
odisha,2018,4,,,,ganjam district,279943.0,,,
odisha,2018,4,,,,jajapur district,201210.0,,,
odisha,2018,4,,,,bargarh district,79840.0,,,
odisha,2018,4,,,,dhenkanal district,104500.0,,,
odisha,2018,4,,,,bhadrak district,141565.0,,,
odisha,2018,4,,,,nuapada district,21322.0,,,
odisha,2018,4,,,,kendujhar district,142222.0,,,
odisha,2018,4,,,,mayurbhanj district,119705.0,,,
odisha,2018,4,,,,jharsuguda district,73264.0,,,
odisha,2018,4,,,,kandhamal district,26556.0,,,
odisha,2018,4,,,,deogarh district,12875.0,,,
odisha,2018,4,,,,sundargarh district,166328.0,,,
odisha,2018,4,,,,jagatsinghapur district,114945.0,,,
odisha,2018,4,,,,balangir district,85126.0,,,
odisha,2018,4,,,,baleshwar district,231913.0,,,
odisha,2018,4,,,,puri district,163528.0,,,
odisha,2018,4,,,,sonepur district,39160.0,,,
odisha,2018,4,,,,khordha district,626645.0,,,
odisha,2018,4,,,,boudh district,22366.0,,,
odisha,2018,4,,,,gajapati district,23328.0,,,
odisha,2018,4,,,,nayagarh district,81395.0,,,
odisha,2018,4,,,,nabarangpur district,24855.0,,,
odisha,2018,4,,,,kendrapara district,106782.0,,,
odisha,2018,4,,,,cuttack district,310337.0,,,
odisha,2019,1,,,,rayagada district,62764.0,,,
odisha,2019,1,,,,koraput district,70168.0,,,
odisha,2019,1,,,,malkangiri district,18853.0,,,
odisha,2019,1,,,,sambalpur district,120726.0,,,
odisha,2019,1,,,,kalahandi district,88614.0,,,
odisha,2019,1,,,,anugul district,150627.0,,,
odisha,2019,1,,,,ganjam district,332190.0,,,
odisha,2019,1,,,,jajapur district,236643.0,,,
odisha,2019,1,,,,bargarh district,95811.0,,,
odisha,2019,1,,,,dhenkanal district,123780.0,,,
odisha,2019,1,,,,bhadrak district,166600.0,,,
odisha,2019,1,,,,nuapada district,26448.0,,,
odisha,2019,1,,,,kendujhar district,167750.0,,,
odisha,2019,1,,,,mayurbhanj district,141789.0,,,
odisha,2019,1,,,,jharsuguda district,86772.0,,,
odisha,2019,1,,,,kandhamal district,32425.0,,,
odisha,2019,1,,,,deogarh district,15760.0,,,
odisha,2019,1,,,,sundargarh district,198716.0,,,
odisha,2019,1,,,,jagatsinghapur district,138170.0,,,
odisha,2019,1,,,,balangir district,103334.0,,,
odisha,2019,1,,,,baleshwar district,271095.0,,,
odisha,2019,1,,,,puri district,195690.0,,,
odisha,2019,1,,,,sonepur district,46710.0,,,
odisha,2019,1,,,,khordha district,745457.0,,,
odisha,2019,1,,,,boudh district,27059.0,,,
odisha,2019,1,,,,gajapati district,29177.0,,,
odisha,2019,1,,,,nayagarh district,95412.0,,,
odisha,2019,1,,,,nabarangpur district,31360.0,,,
odisha,2019,1,,,,kendrapara district,128331.0,,,
odisha,2019,1,,,,cuttack district,372513.0,,,
odisha,2019,2,,,,rayagada district,72305.0,,,
odisha,2019,2,,,,koraput district,81022.0,,,
odisha,2019,2,,,,malkangiri district,22415.0,,,
odisha,2019,2,,,,sambalpur district,135529.0,,,
odisha,2019,2,,,,kalahandi district,101439.0,,,
odisha,2019,2,,,,anugul district,169261.0,,,
odisha,2019,2,,,,ganjam district,373530.0,,,
odisha,2019,2,,,,jajapur district,260311.0,,,
odisha,2019,2,,,,bargarh district,108642.0,,,
odisha,2019,2,,,,dhenkanal district,137527.0,,,
odisha,2019,2,,,,bhadrak district,187084.0,,,
odisha,2019,2,,,,nuapada district,31028.0,,,
odisha,2019,2,,,,kendujhar district,188657.0,,,
odisha,2019,2,,,,mayurbhanj district,160372.0,,,
odisha,2019,2,,,,jharsuguda district,96854.0,,,
odisha,2019,2,,,,kandhamal district,37163.0,,,
odisha,2019,2,,,,deogarh district,18095.0,,,
odisha,2019,2,,,,sundargarh district,226776.0,,,
odisha,2019,2,,,,jagatsinghapur district,153830.0,,,
odisha,2019,2,,,,balangir district,117914.0,,,
odisha,2019,2,,,,baleshwar district,299757.0,,,
odisha,2019,2,,,,puri district,217206.0,,,
odisha,2019,2,,,,sonepur district,51948.0,,,
odisha,2019,2,,,,khordha district,826007.0,,,
odisha,2019,2,,,,boudh district,30269.0,,,
odisha,2019,2,,,,gajapati district,34063.0,,,
odisha,2019,2,,,,nayagarh district,106745.0,,,
odisha,2019,2,,,,nabarangpur district,37091.0,,,
odisha,2019,2,,,,kendrapara district,144710.0,,,
odisha,2019,2,,,,cuttack district,417809.0,,,
odisha,2019,3,,,,rayagada district,81196.0,,,
odisha,2019,3,,,,koraput district,90678.0,,,
odisha,2019,3,,,,malkangiri district,25857.0,,,
odisha,2019,3,,,,sambalpur district,149742.0,,,
odisha,2019,3,,,,kalahandi district,112424.0,,,
odisha,2019,3,,,,anugul district,187022.0,,,
odisha,2019,3,,,,ganjam district,414068.0,,,
odisha,2019,3,,,,jajapur district,290776.0,,,
odisha,2019,3,,,,bargarh district,119622.0,,,
odisha,2019,3,,,,dhenkanal district,150597.0,,,
odisha,2019,3,,,,bhadrak district,208757.0,,,
odisha,2019,3,,,,nuapada district,34914.0,,,
odisha,2019,3,,,,kendujhar district,208218.0,,,
odisha,2019,3,,,,mayurbhanj district,176327.0,,,
odisha,2019,3,,,,jharsuguda district,106457.0,,,
odisha,2019,3,,,,kandhamal district,41900.0,,,
odisha,2019,3,,,,deogarh district,19720.0,,,
odisha,2019,3,,,,sundargarh district,253356.0,,,
odisha,2019,3,,,,jagatsinghapur district,171851.0,,,
odisha,2019,3,,,,balangir district,130092.0,,,
odisha,2019,3,,,,baleshwar district,329289.0,,,
odisha,2019,3,,,,puri district,247141.0,,,
odisha,2019,3,,,,sonepur district,56059.0,,,
odisha,2019,3,,,,khordha district,916565.0,,,
odisha,2019,3,,,,boudh district,33031.0,,,
odisha,2019,3,,,,gajapati district,38597.0,,,
odisha,2019,3,,,,nayagarh district,118109.0,,,
odisha,2019,3,,,,nabarangpur district,41265.0,,,
odisha,2019,3,,,,kendrapara district,160728.0,,,
odisha,2019,3,,,,cuttack district,472851.0,,,
odisha,2019,4,,,,rayagada district,92855.0,,,
odisha,2019,4,,,,koraput district,102837.0,,,
odisha,2019,4,,,,malkangiri district,31023.0,,,
odisha,2019,4,,,,sambalpur district,168622.0,,,
odisha,2019,4,,,,kalahandi district,129224.0,,,
odisha,2019,4,,,,anugul district,211167.0,,,
odisha,2019,4,,,,ganjam district,469522.0,,,
odisha,2019,4,,,,jajapur district,332074.0,,,
odisha,2019,4,,,,bargarh district,136729.0,,,
odisha,2019,4,,,,dhenkanal district,170565.0,,,
odisha,2019,4,,,,bhadrak district,243586.0,,,
odisha,2019,4,,,,nuapada district,40688.0,,,
odisha,2019,4,,,,kendujhar district,234041.0,,,
odisha,2019,4,,,,mayurbhanj district,203618.0,,,
odisha,2019,4,,,,jharsuguda district,117987.0,,,
odisha,2019,4,,,,kandhamal district,48304.0,,,
odisha,2019,4,,,,deogarh district,22648.0,,,
odisha,2019,4,,,,sundargarh district,284913.0,,,
odisha,2019,4,,,,jagatsinghapur district,197964.0,,,
odisha,2019,4,,,,balangir district,148963.0,,,
odisha,2019,4,,,,baleshwar district,377976.0,,,
odisha,2019,4,,,,puri district,285955.0,,,
odisha,2019,4,,,,sonepur district,62975.0,,,
odisha,2019,4,,,,khordha district,1014134.0,,,
odisha,2019,4,,,,boudh district,37879.0,,,
odisha,2019,4,,,,gajapati district,44569.0,,,
odisha,2019,4,,,,nayagarh district,135006.0,,,
odisha,2019,4,,,,nabarangpur district,48075.0,,,
odisha,2019,4,,,,kendrapara district,186668.0,,,
odisha,2019,4,,,,cuttack district,534970.0,,,
odisha,2020,1,,,,rayagada district,103064.0,,,
odisha,2020,1,,,,koraput district,113919.0,,,
odisha,2020,1,,,,malkangiri district,36017.0,,,
odisha,2020,1,,,,sambalpur district,183534.0,,,
odisha,2020,1,,,,kalahandi district,142961.0,,,
odisha,2020,1,,,,anugul district,228339.0,,,
odisha,2020,1,,,,ganjam district,512643.0,,,
odisha,2020,1,,,,jajapur district,359087.0,,,
odisha,2020,1,,,,bargarh district,150139.0,,,
odisha,2020,1,,,,dhenkanal district,184164.0,,,
odisha,2020,1,,,,bhadrak district,265259.0,,,
odisha,2020,1,,,,nuapada district,46063.0,,,
odisha,2020,1,,,,kendujhar district,253988.0,,,
odisha,2020,1,,,,mayurbhanj district,223893.0,,,
odisha,2020,1,,,,jharsuguda district,127804.0,,,
odisha,2020,1,,,,kandhamal district,53868.0,,,
odisha,2020,1,,,,deogarh district,25015.0,,,
odisha,2020,1,,,,sundargarh district,313040.0,,,
odisha,2020,1,,,,jagatsinghapur district,216687.0,,,
odisha,2020,1,,,,balangir district,164257.0,,,
odisha,2020,1,,,,baleshwar district,410789.0,,,
odisha,2020,1,,,,puri district,311477.0,,,
odisha,2020,1,,,,sonepur district,68480.0,,,
odisha,2020,1,,,,khordha district,1083466.0,,,
odisha,2020,1,,,,boudh district,41238.0,,,
odisha,2020,1,,,,gajapati district,49762.0,,,
odisha,2020,1,,,,nayagarh district,145821.0,,,
odisha,2020,1,,,,nabarangpur district,54715.0,,,
odisha,2020,1,,,,kendrapara district,205010.0,,,
odisha,2020,1,,,,cuttack district,578471.0,,,
odisha,2020,2,,,,rayagada district,114240.0,,,
odisha,2020,2,,,,koraput district,126636.0,,,
odisha,2020,2,,,,malkangiri district,41696.0,,,
odisha,2020,2,,,,sambalpur district,201035.0,,,
odisha,2020,2,,,,kalahandi district,160811.0,,,
odisha,2020,2,,,,anugul district,248700.0,,,
odisha,2020,2,,,,ganjam district,560047.0,,,
odisha,2020,2,,,,jajapur district,387797.0,,,
odisha,2020,2,,,,bargarh district,167531.0,,,
odisha,2020,2,,,,dhenkanal district,200973.0,,,
odisha,2020,2,,,,bhadrak district,289015.0,,,
odisha,2020,2,,,,nuapada district,53151.0,,,
odisha,2020,2,,,,kendujhar district,277734.0,,,
odisha,2020,2,,,,mayurbhanj district,247446.0,,,
odisha,2020,2,,,,jharsuguda district,140220.0,,,
odisha,2020,2,,,,kandhamal district,61330.0,,,
odisha,2020,2,,,,deogarh district,28252.0,,,
odisha,2020,2,,,,sundargarh district,346937.0,,,
odisha,2020,2,,,,jagatsinghapur district,236758.0,,,
odisha,2020,2,,,,balangir district,183430.0,,,
odisha,2020,2,,,,baleshwar district,445299.0,,,
odisha,2020,2,,,,puri district,338770.0,,,
odisha,2020,2,,,,sonepur district,75331.0,,,
odisha,2020,2,,,,khordha district,1152010.0,,,
odisha,2020,2,,,,boudh district,45662.0,,,
odisha,2020,2,,,,gajapati district,55642.0,,,
odisha,2020,2,,,,nayagarh district,157747.0,,,
odisha,2020,2,,,,nabarangpur district,62742.0,,,
odisha,2020,2,,,,kendrapara district,226451.0,,,
odisha,2020,2,,,,cuttack district,624922.0,,,
odisha,2020,3,,,,rayagada district,126410.0,,,
odisha,2020,3,,,,koraput district,141282.0,,,
odisha,2020,3,,,,malkangiri district,47520.0,,,
odisha,2020,3,,,,sambalpur district,219120.0,,,
odisha,2020,3,,,,kalahandi district,178315.0,,,
odisha,2020,3,,,,anugul district,270460.0,,,
odisha,2020,3,,,,ganjam district,611699.0,,,
odisha,2020,3,,,,jajapur district,417525.0,,,
odisha,2020,3,,,,bargarh district,184711.0,,,
odisha,2020,3,,,,dhenkanal district,218003.0,,,
odisha,2020,3,,,,bhadrak district,314312.0,,,
odisha,2020,3,,,,nuapada district,59403.0,,,
odisha,2020,3,,,,kendujhar district,302384.0,,,
odisha,2020,3,,,,mayurbhanj district,270844.0,,,
odisha,2020,3,,,,jharsuguda district,152813.0,,,
odisha,2020,3,,,,kandhamal district,69124.0,,,
odisha,2020,3,,,,deogarh district,31745.0,,,
odisha,2020,3,,,,sundargarh district,381666.0,,,
odisha,2020,3,,,,jagatsinghapur district,257975.0,,,
odisha,2020,3,,,,balangir district,201628.0,,,
odisha,2020,3,,,,baleshwar district,481741.0,,,
odisha,2020,3,,,,puri district,369877.0,,,
odisha,2020,3,,,,sonepur district,81435.0,,,
odisha,2020,3,,,,khordha district,1232760.0,,,
odisha,2020,3,,,,boudh district,49769.0,,,
odisha,2020,3,,,,gajapati district,62087.0,,,
odisha,2020,3,,,,nayagarh district,170588.0,,,
odisha,2020,3,,,,nabarangpur district,70877.0,,,
odisha,2020,3,,,,kendrapara district,249580.0,,,
odisha,2020,3,,,,cuttack district,676102.0,,,
odisha,2020,4,,,,rayagada district,139714.0,,,
odisha,2020,4,,,,koraput district,157029.0,,,
odisha,2020,4,,,,malkangiri district,54166.0,,,
odisha,2020,4,,,,sambalpur district,238826.0,,,
odisha,2020,4,,,,kalahandi district,196340.0,,,
odisha,2020,4,,,,anugul district,293242.0,,,
odisha,2020,4,,,,ganjam district,669973.0,,,
odisha,2020,4,,,,jajapur district,451339.0,,,
odisha,2020,4,,,,bargarh district,202272.0,,,
odisha,2020,4,,,,dhenkanal district,236599.0,,,
odisha,2020,4,,,,bhadrak district,342034.0,,,
odisha,2020,4,,,,nuapada district,66020.0,,,
odisha,2020,4,,,,kendujhar district,328498.0,,,
odisha,2020,4,,,,mayurbhanj district,295929.0,,,
odisha,2020,4,,,,jharsuguda district,166109.0,,,
odisha,2020,4,,,,kandhamal district,77202.0,,,
odisha,2020,4,,,,deogarh district,34813.0,,,
odisha,2020,4,,,,sundargarh district,418311.0,,,
odisha,2020,4,,,,jagatsinghapur district,280051.0,,,
odisha,2020,4,,,,balangir district,221229.0,,,
odisha,2020,4,,,,baleshwar district,520429.0,,,
odisha,2020,4,,,,puri district,402457.0,,,
odisha,2020,4,,,,sonepur district,88176.0,,,
odisha,2020,4,,,,khordha district,1323794.0,,,
odisha,2020,4,,,,boudh district,54203.0,,,
odisha,2020,4,,,,gajapati district,69150.0,,,
odisha,2020,4,,,,nayagarh district,184916.0,,,
odisha,2020,4,,,,nabarangpur district,79855.0,,,
odisha,2020,4,,,,kendrapara district,273289.0,,,
odisha,2020,4,,,,cuttack district,732786.0,,,
odisha,2021,1,,,,rayagada district,150744.0,,,
odisha,2021,1,,,,koraput district,169607.0,,,
odisha,2021,1,,,,malkangiri district,59019.0,,,
odisha,2021,1,,,,sambalpur district,256784.0,,,
odisha,2021,1,,,,kalahandi district,211780.0,,,
odisha,2021,1,,,,anugul district,315065.0,,,
odisha,2021,1,,,,ganjam district,721311.0,,,
odisha,2021,1,,,,jajapur district,484003.0,,,
odisha,2021,1,,,,bargarh district,217540.0,,,
odisha,2021,1,,,,dhenkanal district,253469.0,,,
odisha,2021,1,,,,bhadrak district,366825.0,,,
odisha,2021,1,,,,nuapada district,71558.0,,,
odisha,2021,1,,,,kendujhar district,352967.0,,,
odisha,2021,1,,,,mayurbhanj district,318465.0,,,
odisha,2021,1,,,,jharsuguda district,178481.0,,,
odisha,2021,1,,,,kandhamal district,83432.0,,,
odisha,2021,1,,,,deogarh district,37397.0,,,
odisha,2021,1,,,,sundargarh district,450776.0,,,
odisha,2021,1,,,,jagatsinghapur district,300122.0,,,
odisha,2021,1,,,,balangir district,238380.0,,,
odisha,2021,1,,,,baleshwar district,557273.0,,,
odisha,2021,1,,,,puri district,431553.0,,,
odisha,2021,1,,,,sonepur district,94551.0,,,
odisha,2021,1,,,,khordha district,1415897.0,,,
odisha,2021,1,,,,boudh district,58177.0,,,
odisha,2021,1,,,,gajapati district,74629.0,,,
odisha,2021,1,,,,nayagarh district,198238.0,,,
odisha,2021,1,,,,nabarangpur district,86833.0,,,
odisha,2021,1,,,,kendrapara district,293287.0,,,
odisha,2021,1,,,,cuttack district,784846.0,,,
odisha,2021,2,,,,rayagada district,161874.0,,,
odisha,2021,2,,,,koraput district,182181.0,,,
odisha,2021,2,,,,malkangiri district,63880.0,,,
odisha,2021,2,,,,sambalpur district,275001.0,,,
odisha,2021,2,,,,kalahandi district,227704.0,,,
odisha,2021,2,,,,anugul district,338114.0,,,
odisha,2021,2,,,,ganjam district,772409.0,,,
odisha,2021,2,,,,jajapur district,518570.0,,,
odisha,2021,2,,,,bargarh district,233243.0,,,
odisha,2021,2,,,,dhenkanal district,271626.0,,,
odisha,2021,2,,,,bhadrak district,392928.0,,,
odisha,2021,2,,,,nuapada district,77158.0,,,
odisha,2021,2,,,,kendujhar district,379263.0,,,
odisha,2021,2,,,,mayurbhanj district,342898.0,,,
odisha,2021,2,,,,jharsuguda district,191043.0,,,
odisha,2021,2,,,,kandhamal district,89548.0,,,
odisha,2021,2,,,,deogarh district,40332.0,,,
odisha,2021,2,,,,sundargarh district,482937.0,,,
odisha,2021,2,,,,jagatsinghapur district,321155.0,,,
odisha,2021,2,,,,balangir district,256186.0,,,
odisha,2021,2,,,,baleshwar district,596366.0,,,
odisha,2021,2,,,,puri district,462146.0,,,
odisha,2021,2,,,,sonepur district,101584.0,,,
odisha,2021,2,,,,khordha district,1511068.0,,,
odisha,2021,2,,,,boudh district,62600.0,,,
odisha,2021,2,,,,gajapati district,80263.0,,,
odisha,2021,2,,,,nayagarh district,212420.0,,,
odisha,2021,2,,,,nabarangpur district,93780.0,,,
odisha,2021,2,,,,kendrapara district,313828.0,,,
odisha,2021,2,,,,cuttack district,838924.0,,,
odisha,2021,3,,,,rayagada district,174728.0,,,
odisha,2021,3,,,,koraput district,196851.0,,,
odisha,2021,3,,,,malkangiri district,69669.0,,,
odisha,2021,3,,,,sambalpur district,296251.0,,,
odisha,2021,3,,,,kalahandi district,246601.0,,,
odisha,2021,3,,,,anugul district,364818.0,,,
odisha,2021,3,,,,ganjam district,831869.0,,,
odisha,2021,3,,,,jajapur district,558822.0,,,
odisha,2021,3,,,,bargarh district,252144.0,,,
odisha,2021,3,,,,dhenkanal district,292800.0,,,
odisha,2021,3,,,,bhadrak district,423068.0,,,
odisha,2021,3,,,,nuapada district,83716.0,,,
odisha,2021,3,,,,kendujhar district,410049.0,,,
odisha,2021,3,,,,mayurbhanj district,371425.0,,,
odisha,2021,3,,,,jharsuguda district,205663.0,,,
odisha,2021,3,,,,kandhamal district,96862.0,,,
odisha,2021,3,,,,deogarh district,43737.0,,,
odisha,2021,3,,,,sundargarh district,520155.0,,,
odisha,2021,3,,,,jagatsinghapur district,345234.0,,,
odisha,2021,3,,,,balangir district,277146.0,,,
odisha,2021,3,,,,baleshwar district,641826.0,,,
odisha,2021,3,,,,puri district,497069.0,,,
odisha,2021,3,,,,sonepur district,109924.0,,,
odisha,2021,3,,,,khordha district,1618171.0,,,
odisha,2021,3,,,,boudh district,67782.0,,,
odisha,2021,3,,,,gajapati district,86765.0,,,
odisha,2021,3,,,,nayagarh district,228677.0,,,
odisha,2021,3,,,,nabarangpur district,102244.0,,,
odisha,2021,3,,,,kendrapara district,337718.0,,,
odisha,2021,3,,,,cuttack district,900706.0,,,
odisha,2021,4,,,,rayagada district,187562.0,,,
odisha,2021,4,,,,koraput district,211160.0,,,
odisha,2021,4,,,,malkangiri district,75114.0,,,
odisha,2021,4,,,,sambalpur district,317259.0,,,
odisha,2021,4,,,,kalahandi district,264773.0,,,
odisha,2021,4,,,,anugul district,390981.0,,,
odisha,2021,4,,,,ganjam district,889686.0,,,
odisha,2021,4,,,,jajapur district,598043.0,,,
odisha,2021,4,,,,bargarh district,270113.0,,,
odisha,2021,4,,,,dhenkanal district,313502.0,,,
odisha,2021,4,,,,bhadrak district,452384.0,,,
odisha,2021,4,,,,nuapada district,90146.0,,,
odisha,2021,4,,,,kendujhar district,440078.0,,,
odisha,2021,4,,,,mayurbhanj district,399076.0,,,
odisha,2021,4,,,,jharsuguda district,220010.0,,,
odisha,2021,4,,,,kandhamal district,103926.0,,,
odisha,2021,4,,,,deogarh district,47096.0,,,
odisha,2021,4,,,,sundargarh district,556973.0,,,
odisha,2021,4,,,,jagatsinghapur district,368959.0,,,
odisha,2021,4,,,,balangir district,297438.0,,,
odisha,2021,4,,,,baleshwar district,685881.0,,,
odisha,2021,4,,,,puri district,531127.0,,,
odisha,2021,4,,,,sonepur district,117909.0,,,
odisha,2021,4,,,,khordha district,1725313.0,,,
odisha,2021,4,,,,boudh district,72717.0,,,
odisha,2021,4,,,,gajapati district,93201.0,,,
odisha,2021,4,,,,nayagarh district,244622.0,,,
odisha,2021,4,,,,nabarangpur district,110406.0,,,
odisha,2021,4,,,,kendrapara district,361439.0,,,
odisha,2021,4,,,,cuttack district,962341.0,,,
odisha,2022,1,,,,rayagada district,199745.0,,,
odisha,2022,1,,,,koraput district,224651.0,,,
odisha,2022,1,,,,malkangiri district,80251.0,,,
odisha,2022,1,,,,sambalpur district,337359.0,,,
odisha,2022,1,,,,kalahandi district,282939.0,,,
odisha,2022,1,,,,anugul district,416483.0,,,
odisha,2022,1,,,,ganjam district,946066.0,,,
odisha,2022,1,,,,jajapur district,636291.0,,,
odisha,2022,1,,,,bargarh district,288188.0,,,
odisha,2022,1,,,,dhenkanal district,334288.0,,,
odisha,2022,1,,,,bhadrak district,481063.0,,,
odisha,2022,1,,,,nuapada district,96377.0,,,
odisha,2022,1,,,,kendujhar district,469295.0,,,
odisha,2022,1,,,,mayurbhanj district,426398.0,,,
odisha,2022,1,,,,jharsuguda district,234082.0,,,
odisha,2022,1,,,,kandhamal district,110888.0,,,
odisha,2022,1,,,,deogarh district,50320.0,,,
odisha,2022,1,,,,sundargarh district,592346.0,,,
odisha,2022,1,,,,jagatsinghapur district,392154.0,,,
odisha,2022,1,,,,balangir district,317138.0,,,
odisha,2022,1,,,,baleshwar district,728990.0,,,
odisha,2022,1,,,,puri district,564442.0,,,
odisha,2022,1,,,,sonepur district,125997.0,,,
odisha,2022,1,,,,khordha district,1827307.0,,,
odisha,2022,1,,,,boudh district,77892.0,,,
odisha,2022,1,,,,gajapati district,99565.0,,,
odisha,2022,1,,,,nayagarh district,260324.0,,,
odisha,2022,1,,,,nabarangpur district,117939.0,,,
odisha,2022,1,,,,kendrapara district,384475.0,,,
odisha,2022,1,,,,cuttack district,1021526.0,,,
odisha,2022,2,,,,rayagada district,211140.0,,,
odisha,2022,2,,,,koraput district,237081.0,,,
odisha,2022,2,,,,malkangiri district,84884.0,,,
odisha,2022,2,,,,sambalpur district,356271.0,,,
odisha,2022,2,,,,kalahandi district,299472.0,,,
odisha,2022,2,,,,anugul district,440242.0,,,
odisha,2022,2,,,,ganjam district,999398.0,,,
odisha,2022,2,,,,jajapur district,672209.0,,,
odisha,2022,2,,,,bargarh district,304554.0,,,
odisha,2022,2,,,,dhenkanal district,353317.0,,,
odisha,2022,2,,,,bhadrak district,507695.0,,,
odisha,2022,2,,,,nuapada district,101852.0,,,
odisha,2022,2,,,,kendujhar district,496154.0,,,
odisha,2022,2,,,,mayurbhanj district,451049.0,,,
odisha,2022,2,,,,jharsuguda district,247348.0,,,
odisha,2022,2,,,,kandhamal district,117216.0,,,
odisha,2022,2,,,,deogarh district,53242.0,,,
odisha,2022,2,,,,sundargarh district,625606.0,,,
